,Name,Club,Wage,Attack,Handling_Passing,Physical,Defense,Mental,Goal Keeping
15463,19 T. Queen,Kilmarnock,500.0,272.0,138.0,411.0,210.0,120.0,41.0
15464,A. Paschalakis,PAOK,750.0,172.0,110.0,393.0,85.0,100.0,355.0
15465,M. Dituro,RC Celta de Vigo,16.0,177.0,158.0,313.0,71.0,161.0,373.0
15466,B. Samba,Nottingham Forest,28.0,156.0,155.0,366.0,70.0,134.0,363.0
15467,S. Gonda,Shimizu S-Pulse,4.0,194.0,160.0,336.0,76.0,105.0,341.0
15468,E. Mulder,SC Heerenveen,4.0,188.0,175.0,324.0,77.0,129.0,345.0
15469,Diego López,RCD Espanyol de Barcelona,9.0,153.0,142.0,351.0,83.0,149.0,374.0
15470,A. Montero,Club Deportes Tolima,1.0,199.0,130.0,339.0,79.0,121.0,355.0
15471,20 T. Kraft,Hertha BSC,19.0,156.0,122.0,358.0,99.0,132.0,360.0
15472,J. Leca,Racing Club de Lens,13.0,156.0,135.0,338.0,96.0,147.0,373.0
15473,C. Coosemans,RSC Anderlecht,7.0,191.0,169.0,337.0,78.0,133.0,339.0
15474,S. Sluga,Luton Town,5.0,178.0,146.0,357.0,87.0,133.0,340.0
15475,G. Lux,River Plate,4.0,174.0,169.0,322.0,89.0,137.0,344.0
15476,G. Makaridze,Unión Deportiva Almería,9.0,179.0,142.0,356.0,64.0,105.0,360.0
15477,L. Sepe,Parma,26.0,171.0,142.0,327.0,70.0,146.0,380.0
15478,Volpi,Club Atlético Peñarol,500.0,206.0,138.0,348.0,80.0,119.0,331.0
15479,A. Leone,Los Angeles FC,500.0,253.0,163.0,404.0,203.0,102.0,63.0
15480,Raphaelinho Anjos,RB Bragantino,20.0,143.0,115.0,333.0,87.0,169.0,401.0
15481,Caro,Burgos CF,5.0,194.0,153.0,337.0,79.0,131.0,345.0
15482,18 M. Storari,AC Milan,40.0,127.0,162.0,377.0,70.0,145.0,373.0
15483,S. Dimitrievski,Rayo Vallecano,14.0,186.0,138.0,332.0,74.0,130.0,374.0
15484,L. Southwood,Reading,5.0,134.0,198.0,371.0,87.0,110.0,329.0
15485,16 Victor,Clube Atlético Mineiro,80.0,141.0,150.0,343.0,71.0,0.0,389.0
15486,J. Haugaard,AIK,2.0,166.0,196.0,321.0,73.0,109.0,337.0
15487,D. Randolph,West Ham United,40.0,180.0,149.0,330.0,75.0,120.0,365.0
15488,L. Hrádecký,Bayer 04 Leverkusen,55.0,154.0,146.0,322.0,72.0,139.0,402.0
15489,S. Rochet,Club Nacional de Football,1.0,185.0,126.0,341.0,71.0,123.0,374.0
15490,H. Koffi,Royal Charleroi S.C.,8.0,140.0,133.0,406.0,65.0,137.0,360.0
15491,D. Léon,AJ Auxerre,3.0,190.0,143.0,361.0,81.0,124.0,333.0
15492,08 O. Kahn,FC Bayern München,0.0,0.0,0.0,0.0,0.0,0.0,408.0
15493,21 M. Bassam,0,0.0,194.0,103.0,364.0,75.0,111.0,330.0
15494,P. Kühn,VfL Osnabrück,3.0,180.0,131.0,385.0,72.0,119.0,348.0
15495,A. Nübel,AS Monaco,34.0,186.0,107.0,357.0,70.0,112.0,372.0
15496,F. Forster,Southampton,34.0,175.0,147.0,325.0,91.0,137.0,363.0
15497,C. Irwin,Colorado Rapids,2.0,196.0,154.0,350.0,92.0,122.0,318.0
15498,D. Ospina,Napoli,48.0,167.0,162.0,304.0,70.0,146.0,392.0
15499,Kwoun Sun Tae,Kashima Antlers,1.0,163.0,171.0,358.0,82.0,139.0,320.0
15500,O. Kolář,SK Slavia Praha,900.0,146.0,187.0,322.0,54.0,138.0,390.0
15501,M. Díaz,Club Atlético Huracán,7.0,167.0,124.0,327.0,106.0,120.0,366.0
15502,S. Marinović,0,0.0,184.0,125.0,365.0,77.0,131.0,328.0
15503,N. Haikin,FK Bodø/Glimt,2.0,181.0,152.0,339.0,84.0,124.0,336.0
15504,J. Hull,Rotherham United,500.0,273.0,142.0,403.0,208.0,105.0,52.0
15505,C. Bonilla,La Equidad,700.0,188.0,119.0,387.0,74.0,132.0,337.0
15506,D. Mitov,Cambridge United,1.0,193.0,131.0,387.0,79.0,118.0,311.0
15507,M. Fraisl,FC Schalke 04,7.0,193.0,128.0,327.0,83.0,110.0,349.0
15508,W. Aguerre,Gallos Blancos de Querétaro,4.0,179.0,120.0,387.0,77.0,132.0,333.0
15509,R. Olsen,Sheffield United,33.0,193.0,153.0,288.0,75.0,129.0,378.0
15510,I. Provedel,Spezia,12.0,187.0,138.0,306.0,92.0,148.0,361.0
15511,J. Corona,Cruz Azul,23.0,162.0,139.0,355.0,58.0,148.0,368.0
15512,I. Meslier,Leeds United,34.0,158.0,194.0,274.0,82.0,147.0,382.0
15513,A. Blake,Philadelphia Union,7.0,177.0,115.0,361.0,69.0,138.0,372.0
15514,Gabri Prestão,Internacional,26.0,137.0,121.0,372.0,72.0,145.0,386.0
15515,B. Reynet,Dijon FCO,4.0,184.0,151.0,323.0,75.0,140.0,365.0
15516,C. Álvarez,Real Zaragoza,5.0,160.0,117.0,375.0,78.0,139.0,368.0
15517,21 Cássio,Al Taawoun,11.0,159.0,141.0,328.0,93.0,145.0,365.0
15518,B. Costil,FC Girondins de Bordeaux,24.0,163.0,141.0,323.0,69.0,146.0,390.0
15519,20 D. Benaglio,AS Monaco,15.0,164.0,138.0,353.0,87.0,143.0,359.0
15520,M. Diaw,FC Lausanne-Sport,7.0,208.0,134.0,323.0,84.0,100.0,351.0
15521,Germán Parreño,UD Ibiza,2.0,200.0,160.0,321.0,87.0,126.0,327.0
15522,D. Rudd,Preston North End,10.0,192.0,172.0,325.0,73.0,121.0,330.0
15523,I. Austbø,Viking FK,850.0,176.0,168.0,335.0,92.0,122.0,326.0
15524,20 Y. Lodygin,Gazişehir Gaziantep F.K.,10.0,179.0,147.0,325.0,83.0,103.0,364.0
15525,A. Walke,FC Red Bull Salzburg,5.0,189.0,134.0,332.0,100.0,100.0,343.0
15526,S. Grytebust,Vejle Boldklub,8.0,157.0,182.0,338.0,78.0,131.0,343.0
15527,T. Gray,New York City FC,500.0,244.0,163.0,410.0,207.0,105.0,47.0
15528,Léo Jardim,LOSC Lille,21.0,177.0,144.0,324.0,81.0,119.0,360.0
15529,B. Hamid,D.C. United,7.0,174.0,137.0,327.0,80.0,115.0,368.0
15530,E. Audero,U.C. Sampdoria,14.0,186.0,115.0,353.0,55.0,140.0,384.0
15531,13 R. Edmans,Dagenham and Redbridge,500.0,397.0,177.0,339.0,107.0,0.0,43.0
15532,R. Jarstein,Hertha BSC,19.0,171.0,151.0,318.0,77.0,135.0,373.0
15533,H. Verhulst,AZ Alkmaar,3.0,185.0,131.0,377.0,71.0,115.0,332.0
15534,R. Mahon,Bohemian FC,500.0,381.0,219.0,350.0,93.0,126.0,50.0
15535,R. Salin,Stade Rennais FC,16.0,152.0,145.0,326.0,100.0,148.0,356.0
15536,E. Viviano,Fatih Karagümrük S.K.,6.0,176.0,173.0,326.0,50.0,141.0,357.0
15537,R. Gudiño,Club Deportivo Guadalajara,22.0,175.0,141.0,330.0,88.0,130.0,349.0
15538,O. Karnezis,LOSC Lille,13.0,186.0,143.0,318.0,80.0,127.0,363.0
15539,M. Andújar,Estudiantes de La Plata,6.0,155.0,127.0,348.0,96.0,142.0,355.0
15540,20 L. Michel,Club Tijuana,2.0,172.0,139.0,376.0,77.0,131.0,314.0
15541,21 Q. Beunardeau,Gil Vicente FC,3.0,188.0,143.0,364.0,73.0,102.0,334.0
15542,J. Leutwiler,Oldham Athletic,2.0,165.0,180.0,357.0,63.0,125.0,317.0
15543,B. Guzan,Atlanta United,2.0,190.0,153.0,319.0,83.0,132.0,348.0
15544,T. Didillon,KSV Cercle Brugge,7.0,185.0,128.0,348.0,79.0,112.0,355.0
15545,P. Sisniega,Los Angeles FC,2.0,203.0,169.0,326.0,87.0,112.0,322.0
15546,D. Ward,Leicester City,53.0,165.0,152.0,330.0,90.0,133.0,361.0
15547,Sim Won Seong,FC Seoul,800.0,259.0,140.0,409.0,198.0,113.0,56.0
15548,D. Vukovic,N.E.C. Nijmegen,5.0,174.0,102.0,373.0,84.0,107.0,353.0
15549,21 J. Borgueray,0,0.0,166.0,125.0,344.0,108.0,150.0,331.0
15550,A. Werner,Elche CF,8.0,192.0,130.0,335.0,81.0,123.0,359.0
15551,R. Riou,Stade Malherbe Caen,2.0,163.0,150.0,356.0,82.0,132.0,334.0
15552,J. Steer,Aston Villa,31.0,173.0,140.0,352.0,67.0,113.0,355.0
15553,G. Lajud,Santos Laguna,9.0,170.0,136.0,355.0,74.0,137.0,340.0
15554,J. Espínola,Godoy Cruz,5.0,190.0,155.0,317.0,85.0,107.0,347.0
15555,J. Brinkies,FSV Zwickau,1.0,161.0,154.0,390.0,61.0,104.0,335.0
15556,M. Al Owais,Al Ahli,16.0,171.0,149.0,362.0,74.0,134.0,336.0
15557,T. Sippel,Borussia Mönchengladbach,16.0,166.0,122.0,351.0,78.0,129.0,365.0
15558,J. Mitchell,Hartlepool United,2.0,168.0,156.0,381.0,81.0,124.0,314.0
15559,W. Sandilands,Orlando Pirates,500.0,168.0,100.0,381.0,88.0,135.0,354.0
15560,S. Eastwood,Oxford United,2.0,177.0,116.0,378.0,97.0,123.0,312.0
15561,Gabriel,Lecce,4.0,157.0,137.0,337.0,85.0,144.0,370.0
15562,G. Gallon,ESTAC Troyes,12.0,177.0,143.0,324.0,81.0,136.0,363.0
15563,Javi Díaz,Sevilla FC,4.0,184.0,148.0,368.0,65.0,108.0,324.0
15564,A. Mehring,Club Atlético Central Córdoba,4.0,184.0,133.0,344.0,80.0,117.0,334.0
15565,P. Iliev,FC Dinamo 1948 Bucureşti,2.0,174.0,116.0,382.0,87.0,111.0,330.0
15566,G. Akkan,Çaykur Rizespor,8.0,171.0,115.0,366.0,79.0,132.0,358.0
15567,21 S. Cartwright,Peterborough United,900.0,238.0,160.0,422.0,198.0,105.0,45.0
15568,N. Marsman,Inter Miami CF,4.0,185.0,160.0,312.0,76.0,130.0,351.0
15569,Óscar Whalley,CD Lugo,3.0,181.0,145.0,341.0,77.0,124.0,339.0
15570,21 L. Sáreda,0,0.0,137.0,121.0,372.0,72.0,126.0,386.0
15571,Jesús Ruiz,AD Alcorcón,1.0,177.0,172.0,362.0,83.0,119.0,304.0
15572,E. Kawashima,RC Strasbourg Alsace,9.0,182.0,135.0,350.0,60.0,125.0,361.0
15573,Wang Shilong,Guangzhou FC,2.0,251.0,137.0,423.0,198.0,109.0,48.0
15574,T. Wellenreuther,Willem II,10.0,155.0,137.0,378.0,62.0,141.0,347.0
15575,Lee Han Beom,FC Seoul,500.0,257.0,156.0,388.0,208.0,107.0,47.0
15576,F. Altamirano,Club Atlético Banfield,3.0,182.0,133.0,330.0,98.0,126.0,329.0
15577,Marafona,Aytemiz Alanyaspor,7.0,188.0,161.0,299.0,87.0,118.0,351.0
15578,Pierrino Faria,Santos,13.0,175.0,167.0,299.0,74.0,142.0,369.0
15579,J. Wildsmith,Sheffield Wednesday,2.0,190.0,138.0,366.0,77.0,114.0,325.0
15580,K. Dawson,Club Atlético Peñarol,950.0,170.0,175.0,285.0,70.0,155.0,365.0
15581,O. Marciano,Feyenoord,5.0,167.0,128.0,358.0,76.0,136.0,340.0
15582,D. Hernández,CD Tenerife,2.0,172.0,157.0,340.0,82.0,134.0,331.0
15583,K. McIntosh,Sporting Kansas City,1.0,206.0,148.0,338.0,102.0,122.0,308.0
15584,C. Lampe,Vélez Sarsfield,7.0,188.0,151.0,276.0,114.0,132.0,344.0
15585,Joel Robles,Real Betis Balompié,17.0,160.0,125.0,351.0,70.0,137.0,376.0
15586,F. Molla,ATK Mohun Bagan FC,500.0,351.0,212.0,381.0,75.0,131.0,53.0
15587,17 P. Robinson,Burnley,10.0,158.0,150.0,327.0,98.0,152.0,343.0
15588,F. Müller,VfB Stuttgart,18.0,154.0,144.0,328.0,67.0,124.0,376.0
15589,Marcelo Grohe,Al Ittihad,27.0,164.0,154.0,287.0,99.0,154.0,371.0
15590,S. George,Colchester United,2.0,192.0,175.0,316.0,93.0,123.0,310.0
15591,E. Bush,Columbus Crew,1.0,181.0,162.0,318.0,91.0,127.0,326.0
15592,C. Gordon,Heart of Midlothian,2.0,169.0,140.0,334.0,87.0,129.0,340.0
15593,18 T. Käßemodel,FC Erzgebirge Aue,2.0,375.0,238.0,234.0,157.0,128.0,47.0
15594,N. Vikonis,Mazatlán Futbol Club,7.0,177.0,129.0,317.0,78.0,150.0,367.0
15595,M. Maroši,Shrewsbury Town,3.0,190.0,170.0,317.0,66.0,145.0,333.0
15596,A. Bono,Toronto FC,2.0,177.0,147.0,340.0,90.0,123.0,333.0
15597,M. Turner,New England Revolution,7.0,167.0,148.0,321.0,74.0,133.0,368.0
15598,Varo,CD Lugo,2.0,187.0,156.0,355.0,71.0,127.0,315.0
15599,M. Stekelenburg,Ajax,8.0,170.0,159.0,281.0,96.0,140.0,376.0
15600,E. Hernández,Club Necaxa,1.0,171.0,132.0,402.0,68.0,119.0,305.0
15601,M. McChrystal,Derry City,500.0,297.0,207.0,265.0,209.0,133.0,64.0
15602,R. Rúnarsson,Oud-Heverlee Leuven,27.0,184.0,135.0,345.0,69.0,119.0,350.0
15603,S. Bossut,SV Zulte Waregem,4.0,154.0,166.0,335.0,71.0,128.0,343.0
15604,L. Thomas,SønderjyskE,6.0,170.0,165.0,318.0,82.0,149.0,335.0
15605,W. Hennessey,Burnley,22.0,155.0,159.0,318.0,74.0,135.0,372.0
15606,21 R. Cierzniak,Legia Warszawa,2.0,159.0,172.0,328.0,105.0,134.0,318.0
15607,M. Rodák,Fulham,25.0,191.0,109.0,338.0,75.0,139.0,362.0
15608,A. Jaakkola,Bristol Rovers,3.0,145.0,151.0,374.0,96.0,111.0,315.0
15609,11 J. Dudek,Real Madrid CF,0.0,139.0,118.0,369.0,104.0,0.0,353.0
15610,20 J. Gonzalez,FC Dallas,3.0,176.0,139.0,347.0,70.0,128.0,345.0
15611,C. Dawson,Exeter City,2.0,169.0,124.0,379.0,81.0,123.0,328.0
15612,L. Zigi,FC St. Gallen 1879,4.0,195.0,124.0,335.0,81.0,130.0,342.0
15613,B. Hamer,Swansea City,7.0,171.0,147.0,349.0,81.0,130.0,330.0
15614,F. Kaplan,Adana Demirspor,5.0,167.0,120.0,340.0,108.0,135.0,331.0
15615,F. Delli Carri,US Salernitana 1919,8.0,273.0,193.0,283.0,239.0,110.0,51.0
15616,L. Skorupski,Bologna,22.0,166.0,128.0,343.0,74.0,139.0,359.0
15617,20 J. Højbjerg,Esbjerg fB,3.0,182.0,151.0,333.0,73.0,130.0,335.0
15618,E. Mendy,Chelsea,105.0,142.0,173.0,290.0,59.0,143.0,408.0
15619,T. Dähne,Holstein Kiel,6.0,192.0,140.0,337.0,76.0,132.0,329.0
15620,José Suárez,AD Alcorcón,2.0,206.0,119.0,362.0,70.0,114.0,333.0
15621,Jo Hyeon Woo,Ulsan Hyundai FC,9.0,175.0,144.0,304.0,70.0,147.0,361.0
15622,J. Neal,LA Galaxy,500.0,256.0,159.0,398.0,189.0,105.0,44.0
15623,Dani Martín,Málaga CF,8.0,167.0,145.0,354.0,69.0,120.0,348.0
15624,R. Ramírez,Godoy Cruz,2.0,198.0,136.0,332.0,92.0,109.0,313.0
15625,Rafael,Reading,14.0,167.0,141.0,342.0,86.0,133.0,339.0
15626,Tiago Sá,SC Braga,8.0,136.0,147.0,371.0,68.0,136.0,354.0
15627,Alex Craninx,Molde FK,2.0,195.0,159.0,312.0,83.0,111.0,325.0
15628,I. Rodríguez,Puebla FC,1.0,167.0,131.0,433.0,54.0,108.0,301.0
15629,15 G. Frezzolini,Atalanta,2.0,228.0,130.0,301.0,95.0,0.0,308.0
15630,21 M. Grün,Borussia Mönchengladbach,9.0,163.0,118.0,379.0,86.0,108.0,330.0
15631,V. Demarconnay,Paris FC,2.0,166.0,139.0,334.0,85.0,136.0,347.0
15632,16 Zubikarai,CD Tondela,8.0,182.0,82.0,374.0,83.0,0.0,353.0
15633,Kim Seung Gyu,Kashiwa Reysol,4.0,161.0,167.0,318.0,82.0,142.0,341.0
15634,S. Richey,Seattle Sounders FC,2.0,202.0,137.0,335.0,85.0,113.0,323.0
15635,21 S. Sy,CD Nacional,2.0,183.0,126.0,361.0,78.0,128.0,330.0
15636,Luo Junhan,Guangzhou FC,500.0,277.0,141.0,380.0,202.0,106.0,42.0
15637,20 I. Lanni,Ascoli,1.0,179.0,139.0,352.0,84.0,139.0,322.0
15638,07 S. Valakari,FC Dallas,0.0,0.0,0.0,0.0,0.0,0.0,71.0
15639,R. Zieler,Hannover 96,17.0,162.0,123.0,336.0,78.0,148.0,356.0
15640,M. Campagna,Vancouver Whitecaps FC,500.0,241.0,181.0,382.0,193.0,100.0,52.0
15641,R. O'Donnell,Bradford City,3.0,158.0,155.0,381.0,83.0,116.0,309.0
15642,K. Paulsen,Viking FK,500.0,273.0,141.0,359.0,217.0,116.0,54.0
15643,Y. Brecher,FC Zürich,8.0,178.0,135.0,322.0,77.0,142.0,341.0
15644,Luís Maximiano,Granada CF,14.0,115.0,174.0,355.0,49.0,138.0,368.0
15645,Kang Hyeon Mu,Pohang Steelers,6.0,186.0,145.0,287.0,83.0,133.0,357.0
15646,Raúl Lizoain,CD Mirandés,3.0,164.0,108.0,391.0,71.0,134.0,335.0
15647,B. Jones,Perth Glory,1.0,179.0,116.0,343.0,81.0,144.0,339.0
15648,Raúl Fernández,Unión Deportiva Las Palmas,5.0,182.0,130.0,348.0,64.0,131.0,344.0
15649,G. Gómez,Racing Club,6.0,159.0,157.0,312.0,93.0,121.0,347.0
15650,M. Ferkranus,LA Galaxy,500.0,228.0,177.0,360.0,213.0,118.0,52.0
15651,M. Gillespie,Newcastle United,16.0,160.0,157.0,333.0,78.0,130.0,348.0
15652,21 N. De Queiroz,FC Lugano,500.0,254.0,161.0,390.0,198.0,106.0,46.0
15653,21 L. Camp,Swindon Town,1.0,176.0,128.0,375.0,72.0,144.0,320.0
15654,L. Brănescu,FC Farul Constanța,2.0,155.0,138.0,392.0,76.0,137.0,299.0
15655,Y. van Osch,Fortuna Sittard,5.0,170.0,170.0,324.0,62.0,125.0,345.0
15656,L. Montipò,Hellas Verona,11.0,198.0,112.0,321.0,72.0,136.0,363.0
15657,O. Sail,Wellington Phoenix,1.0,164.0,138.0,375.0,75.0,118.0,318.0
15658,P. Tytoń,FC Cincinnati,3.0,165.0,134.0,355.0,85.0,133.0,335.0
15659,18 C. Carrasso,Galatasaray SK,30.0,121.0,135.0,329.0,93.0,144.0,386.0
15660,P. Bråtveit,Nîmes Olympique,3.0,182.0,129.0,339.0,72.0,139.0,342.0
15661,19 P. Čech,Arsenal,60.0,154.0,155.0,298.0,65.0,151.0,389.0
15662,J. Bradley-Walsh,Finn Harps,500.0,333.0,127.0,348.0,199.0,102.0,43.0
15663,M. Barovero,Club Atlético de San Luis,5.0,180.0,140.0,313.0,80.0,142.0,345.0
15664,21 D. Bingham,LA Galaxy,3.0,163.0,152.0,333.0,77.0,122.0,342.0
15665,T. Königsmann,SV Waldhof Mannheim 07,800.0,187.0,167.0,350.0,60.0,94.0,320.0
15666,S. Black,Finn Harps,500.0,267.0,145.0,387.0,194.0,120.0,41.0
15667,J. Dahlin,Malmö FF,5.0,153.0,136.0,330.0,87.0,146.0,351.0
15668,J. Steele,Brighton & Hove Albion,11.0,189.0,186.0,290.0,82.0,124.0,331.0
15669,21 D. Jensen,New York Red Bulls,3.0,161.0,136.0,351.0,87.0,134.0,334.0
15670,16 C. Abbiati,AC Milan,40.0,133.0,138.0,354.0,77.0,0.0,369.0
15671,P. Leeuwenburgh,FC Groningen,3.0,193.0,144.0,299.0,82.0,109.0,336.0
15672,Juan Soriano,CD Tenerife,4.0,209.0,128.0,319.0,65.0,126.0,344.0
15673,G. Morris,Crawley Town,2.0,182.0,146.0,337.0,93.0,129.0,316.0
15674,21 A. Maisonnial,Paris FC,2.0,179.0,108.0,382.0,79.0,140.0,321.0
15675,A. Silva,Puebla FC,3.0,176.0,154.0,315.0,70.0,124.0,342.0
15676,André Moreira,Grasshopper Club Zürich,3.0,176.0,127.0,350.0,84.0,127.0,329.0
15677,B. Białkowski,Millwall,9.0,149.0,144.0,349.0,75.0,141.0,352.0
15678,A. Noppert,Go Ahead Eagles,2.0,212.0,114.0,369.0,65.0,129.0,313.0
15679,A. Murić,Adana Demirspor,22.0,168.0,169.0,327.0,67.0,124.0,348.0
15680,F. Woodman,Newcastle United,20.0,181.0,129.0,294.0,99.0,138.0,361.0
15681,Jordi,FC Paços de Ferreira,8.0,164.0,134.0,326.0,78.0,108.0,368.0
15682,S. Torrico,San Lorenzo de Almagro,6.0,190.0,121.0,312.0,70.0,128.0,359.0
15683,K. Fickentscher,FC Sion,6.0,163.0,149.0,325.0,86.0,124.0,333.0
15684,G. Kobel,Borussia Dortmund,36.0,151.0,189.0,256.0,68.0,153.0,392.0
15685,15 T. Fletcher,Wycombe Wanderers,2.0,253.0,141.0,406.0,196.0,0.0,54.0
15686,20 T. Kessler,1. FC Köln,11.0,162.0,113.0,349.0,93.0,134.0,344.0
15687,C. Stanković,AEK Athens,750.0,164.0,101.0,371.0,76.0,100.0,347.0
15688,21 B. Sangaré,0,0.0,181.0,121.0,340.0,87.0,128.0,332.0
15689,B. Lecomte,Atlético de Madrid,41.0,171.0,113.0,305.0,70.0,150.0,392.0
15690,M. van der Hart,Lech Poznań,3.0,181.0,152.0,319.0,77.0,128.0,336.0
15691,S. Cleveland,Seattle Sounders FC,1.0,184.0,175.0,331.0,75.0,109.0,307.0
15692,19 S. Ekramy,0,0.0,134.0,137.0,367.0,77.0,122.0,354.0
15693,R. Gikiewicz,FC Augsburg,23.0,196.0,129.0,288.0,61.0,122.0,377.0
15694,M. Johansson,Hamburger SV,2.0,186.0,145.0,329.0,72.0,123.0,333.0
15695,19 Fabiano,FC Porto,9.0,153.0,124.0,346.0,76.0,123.0,364.0
15696,Victorino Magela,Bahia,6.0,142.0,130.0,333.0,83.0,150.0,367.0
15697,V. Barkas,Celtic,26.0,158.0,152.0,314.0,74.0,140.0,359.0
15698,21 Caio Secco,Clube Sport Marítimo,4.0,161.0,159.0,317.0,90.0,122.0,328.0
15699,19 M. Bower,Cheltenham Town,1.0,263.0,144.0,379.0,213.0,114.0,37.0
15700,P. Bernardoni,Angers SCO,15.0,186.0,114.0,287.0,84.0,137.0,384.0
15701,M. Heča,AC Sparta Praha,700.0,179.0,91.0,353.0,73.0,140.0,359.0
15702,A. Schwolow,Hertha BSC,34.0,160.0,123.0,327.0,65.0,123.0,373.0
15703,A. Kann,Atlanta United,2.0,175.0,145.0,335.0,84.0,125.0,325.0
15704,20 M. Rensing,Fortuna Düsseldorf,8.0,150.0,139.0,346.0,77.0,139.0,343.0
15705,P. Abrahamsson,BK Häcken,2.0,196.0,120.0,310.0,84.0,126.0,341.0
15706,Samu Casado,Real Valladolid CF,1.0,205.0,121.0,343.0,72.0,102.0,310.0
15707,O. Jiménez,Club América,26.0,182.0,127.0,324.0,67.0,131.0,359.0
15708,D. Martin,West Ham United,7.0,176.0,150.0,345.0,67.0,137.0,322.0
15709,K. Roos,Derby County,6.0,189.0,126.0,327.0,78.0,120.0,347.0
15710,21 J. Markovič,SK Slavia Praha,500.0,151.0,171.0,352.0,57.0,112.0,359.0
15711,17 P. Kenny,Northampton Town,1.0,169.0,194.0,299.0,83.0,144.0,312.0
15712,Renan Ribeiro,Sporting CP,7.0,152.0,115.0,364.0,69.0,130.0,352.0
15713,J. Pinto,Sport Huancayo,500.0,150.0,139.0,395.0,75.0,103.0,311.0
15714,S. Bruzzese,KSV Cercle Brugge,3.0,187.0,165.0,317.0,58.0,113.0,334.0
15715,M. Flekken,Sport-Club Freiburg,20.0,176.0,136.0,290.0,77.0,111.0,370.0
15716,O. Kristinsson,Olympiacos CFP,500.0,165.0,145.0,316.0,88.0,105.0,337.0
15717,J. Talbot,Bohemian FC,700.0,185.0,157.0,315.0,82.0,105.0,324.0
15718,D. Phillips,Cardiff City,16.0,196.0,118.0,322.0,69.0,121.0,346.0
15719,A. Blanco,Club León,9.0,167.0,93.0,403.0,59.0,124.0,339.0
15720,M. Müller,FC Luzern,12.0,149.0,145.0,313.0,70.0,111.0,372.0
15721,S. Mielitz,Viktoria Köln,1.0,154.0,130.0,366.0,73.0,141.0,326.0
15722,S. Grehan,Bohemian FC,500.0,251.0,133.0,398.0,202.0,112.0,44.0
15723,S. Moore,Blackpool,2.0,190.0,149.0,335.0,101.0,104.0,292.0
15724,No Dong Geon,Suwon Samsung Bluewings,2.0,187.0,122.0,334.0,87.0,139.0,332.0
15725,11 G. Coupet,Paris Saint-Germain,0.0,131.0,129.0,341.0,83.0,0.0,376.0
15726,F. Dahmen,1. FSV Mainz 05,8.0,133.0,166.0,352.0,56.0,108.0,348.0
15727,D. Marshall,Derby County,4.0,164.0,127.0,332.0,92.0,141.0,340.0
15728,19 E. Alvarado,Trabzonspor,8.0,147.0,120.0,376.0,88.0,123.0,330.0
15729,D. Button,West Bromwich Albion,12.0,155.0,176.0,335.0,64.0,137.0,335.0
15730,B. van Leer,Sparta Rotterdam,3.0,169.0,141.0,339.0,80.0,144.0,325.0
15731,N. Larsen,Silkeborg IF,3.0,157.0,201.0,304.0,64.0,129.0,328.0
15732,18 M. García,Club Atlético Huracán,9.0,145.0,129.0,345.0,82.0,111.0,340.0
15733,21 M. Wright,Crawley Town,1.0,306.0,171.0,322.0,181.0,104.0,50.0
15734,21 D. Melo,Colo-Colo,1.0,178.0,185.0,298.0,91.0,126.0,311.0
15735,S. Moore,Coventry City,7.0,170.0,119.0,337.0,88.0,121.0,341.0
15736,C. Mathenia,1. FC Nürnberg,6.0,172.0,129.0,333.0,73.0,137.0,342.0
15737,21 J. McKeown,Grimsby Town,2.0,143.0,160.0,358.0,84.0,129.0,307.0
15738,R. Matthews,Crystal Palace,9.0,179.0,162.0,338.0,71.0,99.0,320.0
15739,M. Kolke,F.C. Hansa Rostock,5.0,176.0,101.0,357.0,75.0,110.0,340.0
15740,20 B. Olejnik,Mansfield Town,3.0,145.0,147.0,355.0,83.0,139.0,309.0
15741,J. Lössl,FC Midtjylland,15.0,159.0,192.0,281.0,65.0,130.0,355.0
15742,J. Maurer,FC Dallas,3.0,173.0,160.0,315.0,81.0,108.0,341.0
15743,N. Ibáñez,Godoy Cruz,1.0,214.0,147.0,289.0,84.0,114.0,316.0
15744,R. Elliot,Watford,11.0,192.0,131.0,326.0,61.0,124.0,348.0
15745,21 L. Chichizola,FC Cartagena,5.0,179.0,101.0,368.0,54.0,137.0,348.0
15746,D. Stockdale,Wycombe Wanderers,2.0,184.0,176.0,257.0,89.0,117.0,334.0
15747,P. Nardi,FC Lorient,13.0,147.0,150.0,319.0,69.0,114.0,365.0
15748,F. Bardi,Bologna,20.0,177.0,121.0,336.0,52.0,151.0,357.0
15749,A. Batalla,San Lorenzo de Almagro,7.0,178.0,106.0,322.0,84.0,122.0,348.0
15750,S. Kırıntılı,Aytemiz Alanyaspor,4.0,150.0,109.0,358.0,86.0,148.0,344.0
15751,21 C. Pantilimon,Denizlispor,10.0,176.0,149.0,271.0,103.0,144.0,350.0
15752,Y. Thuram,Amiens SC,1.0,172.0,132.0,378.0,64.0,131.0,308.0
15753,G. Woods,Aberdeen,1.0,167.0,114.0,402.0,69.0,116.0,302.0
15754,H. Opdal,SK Brann,650.0,170.0,160.0,320.0,75.0,130.0,312.0
15755,J. Day,Newport County,2.0,147.0,118.0,402.0,86.0,110.0,314.0
15756,J. Bonham,Stoke City,6.0,176.0,165.0,316.0,66.0,126.0,328.0
15757,I. Radu,Inter,43.0,180.0,119.0,312.0,70.0,130.0,375.0
